,Name,Link,Category,Description
522, Weewar API,https://www.programmableweb.com/api/weewar,Games," The Weewar API allows you to create notifiers, widgets, or other display apps that contain Weewar.com statistics, user information, open games, maps, and so on. The API comes in a read-only flavor or..."
523, XigniteGlobalQuotes API,https://www.programmableweb.com/api/xigniteglobalquotes,Financial," This API offers delayed stock quotes for equities trading on more than 50 international exchanges. In addition to stock quote (bid/ask) data, the market data feed also provides intraday tick data,..."
524, PDBj API,https://www.programmableweb.com/api/pdbj,Medical," Use the Protein Data Bank Japan (PDBj) API to get protein sequence and structure data, useful in biotech research and other research. Protein Data Bank Japan maintains a repository of macromolecular..."
525, DuoShare Address Verification API,https://www.programmableweb.com/api/duoshare-address-verification,Reference," Use the DuoShare Address Quality Integrator (DAQI) API to allow your application to standardize, correct, validate (to the delivery point), and enhance U.S. addresses using a number of USPS®..."
526, ShopWindow API,https://www.programmableweb.com/api/shopwindow,eCommerce, Use the ShopWindow API to search the ShopWindow database. You can use it to compare over 4 million products from 800 retailers. ShopWindow.com is a shopping site. Partners can integrate ShopWindow...
527, Ooyala Analytics API,https://www.programmableweb.com/api/ooyala-analytics,Video, The Ooyala Analytics API allows developers to create their own visualizations with direct access to analytical data from Backlot. The Ooyala Analytics API allows you to programmatically get data...
528, Ooyala Backlot API,https://www.programmableweb.com/api/ooyala-backlot,Video," The Ooyala Interactive Video API enables Backlot users to create clickable objects within their video streams. Use the Backlot REST API to manage assets, ad sets, providers, publishing rules, DRM,..."
529, RealGifts API,https://www.programmableweb.com/api/realgifts,eCommerce," Use the RealGifts API to send real gifts to friends on Facebook. Developers have monetization opportunities when gifts are sent. Features of the API include built-in transactions, coupons, promotions..."
530, Magnify.net API,https://www.programmableweb.com/api/magnifynet,Video," From their site: The Magnify API frees your channel's functionality from its layout. All content that is discovered, reviewed and published by Magnify on your behalf can now be taken anywhere...."
531, Defensio API,https://www.programmableweb.com/api/defensio,Security," Use the Defensio API to help manage spam on social web apps, such as blogs. Use a variety of functions, which return structured responses. This service is meant to ease the burden of spam across any..."
532, AES WebLink API,https://www.programmableweb.com/api/aes-weblink,Government, Use the AESWebLink Submission API to save duplicate data entry efforts by your users because you can pass their information from your application to AESDirect. The information that the user submits...
533, A.nnotate API,https://www.programmableweb.com/api/annotate,Office," Use the A.nnotate Integration API to allow your users to create private or shared notes on your web pages. You create an iFrame to display a PDF or Word document, and then users can make annotations..."
534, Feedbooks API,https://www.programmableweb.com/api/feedbooks,Telephony," Use the Feedbooks API to search the Feedbooks database of books, authors, and lists available for download to your mobile device. Feedbooks is a site used to download free e-books, and it is..."
535, RentRent API,https://www.programmableweb.com/api/rentrent,Real Estate," Use the RentRent API to return the rentals listed on Craigslist. You can search for rooms, apartments, or houses, and you can provide a parameter so that you only return rooms, versus apartments and..."
536, AllCDCovers API,https://www.programmableweb.com/api/allcdcovers,Music," Find cover art for CDs, DVDs and video games. Search by keyword and category. Provides URLs to thumbnail and larger versions of every cover, along with meta-data about the artist, as well as the..."
537, RadioReference API,https://www.programmableweb.com/api/radioreference,Reference," RadioReference is a database of U.S. radio stations, including locations, frequencies and call signs. The service also provides licensing information and in some cases, live stream information."
538, Socialight API,https://www.programmableweb.com/api/socialight,Social," Use the Socialight API to access Socialight data, which is used to discover great places near you on your mobile phone and then share places and experiences with friends. For example, you can create..."
539, 3Jam API,https://www.programmableweb.com/api/3jam,Messaging," Use the 3Jam API to build a Web application that integrates reply-all text messaging. Use the API to start a 3jam with three phone numbers, sign up a new 3jam user, add users to a friend list, get a..."
540, Xurrency API,https://www.programmableweb.com/api/xurrency,Financial," Use the Xurrency API to obtain exchange rates. Use the data as an input in your app or let your app's users query the exchange rate. Use the SOAP option, the RSS option, or edit a URL to get currency..."
